3  0.09772935871343628
6  0.0778562592282214
9  0.0661239474839379
12  0.056067680274552056
15  0.05076020591404286
18  0.04676962368809609
21  0.043377628796041345
24  0.03890817670298097
27  0.033800231453769106
30  0.03152559958497945
33  0.030767388962049565
36  0.025978690290913445
39  0.0255397262460593
42  0.024821421445388882
45  0.022187637176264017
48  0.020711121752663715
51  0.02007262859651223
54  0.019873099485214894
57  0.017119597749311623
60  0.016441198770900674
63  0.015882517259268127
66  0.01532383574763558
69  0.013528073745959535
72  0.012131369966878167
75  0.01328863881240273
78  0.011333253521688815
81  0.009976455564866914
84  0.009737020631310107
87  0.009816832275829043
90  0.009577397342272238
93  0.007342671295742049
96  0.007741729518336725
99  0.006384931561514825
102  0.006624366495071631
105  0.006464743206033761
108  0.005945967516660681
111  0.005387286005028134
114  0.00442954627080091
117  0.004549263737579313
120  0.004150205514984636
123  0.00391077058142783
126  0.003631429825611557
129  0.0032323716030168803
132  0.0030727483139790096
135  0.002434255157827527
138  0.002194820224270721
141  0.0023943493355680595
144  0.0020351969352328503
147  0.0019154794684544474
150  0.0017957620016760445
153  0.0017957620016760445
156  0.0015563270681192387
159  0.001276986312302965
162  0.0013567979568219002
165  0.0014765154236003033
168  0.0012370804900434973
171  0.0013168921345624327
174  0.001396703779081368
177  0.0009178339119677561
180  0.0005586815116325472
183  0.00039905822259467656
186  0.0006384931561514825
189  0.0009178339119677561
192  0.0006783989784109501
195  0.0006783989784109501
198  0.0005985873338920149
201  0.0005586815116325472
204  0.00039905822259467656
207  0.0005187756893730795
210  0.0005586815116325472
213  0.0005187756893730795
216  0.00023943493355680593
219  0.00043896404485414424
222  0.0002793407558162736
225  0.0003192465780757413
228  0.00015962328903787064
231  0.0003192465780757413
234  0.0002793407558162736
237  0.00023943493355680593
240  0.00019952911129733828
243  0.00019952911129733828
246  0.00019952911129733828
249  0.00023943493355680593
252  0.00015962328903787064
255  0.00011971746677840296
258  0.00019952911129733828
261  3.990582225946766e-05
264  0.00011971746677840296
267  0.00015962328903787064
270  0.00019952911129733828
273  7.981164451893532e-05
276  3.990582225946766e-05
279  0.00015962328903787064
282  3.990582225946766e-05
285  0.00011971746677840296
288  0.00011971746677840296
291  7.981164451893532e-05
294  3.990582225946766e-05
297  0.00015962328903787064
300  3.990582225946766e-05
303  7.981164451893532e-05
306  3.990582225946766e-05
309  3.990582225946766e-05
312  0.00015962328903787064
318  0.00015962328903787064
321  3.990582225946766e-05
324  7.981164451893532e-05
327  7.981164451893532e-05
336  3.990582225946766e-05
345  7.981164451893532e-05
360  7.981164451893532e-05
363  0.00015962328903787064
366  7.981164451893532e-05
369  3.990582225946766e-05
372  3.990582225946766e-05
375  3.990582225946766e-05
378  7.981164451893532e-05
402  0.00011971746677840296
405  3.990582225946766e-05
408  3.990582225946766e-05
417  3.990582225946766e-05
426  3.990582225946766e-05
429  3.990582225946766e-05
438  3.990582225946766e-05
447  3.990582225946766e-05
462  0.00011971746677840296
468  3.990582225946766e-05
471  3.990582225946766e-05
474  3.990582225946766e-05
477  3.990582225946766e-05
480  3.990582225946766e-05
495  3.990582225946766e-05
501  3.990582225946766e-05
507  3.990582225946766e-05
510  3.990582225946766e-05
525  3.990582225946766e-05
531  3.990582225946766e-05
540  3.990582225946766e-05
543  3.990582225946766e-05
594  3.990582225946766e-05
600  3.990582225946766e-05
603  3.990582225946766e-05
621  3.990582225946766e-05
633  3.990582225946766e-05
636  3.990582225946766e-05
642  3.990582225946766e-05
648  3.990582225946766e-05
678  3.990582225946766e-05
738  3.990582225946766e-05
789  3.990582225946766e-05
822  3.990582225946766e-05
867  3.990582225946766e-05
906  3.990582225946766e-05
1077  3.990582225946766e-05
1686  3.990582225946766e-05
